label,source,sentence
shame,emotional_events,[ I have felt shame but am unable to remember any particular incident.]
shame,emotional_events,When I went out with a friend of mine to meet her ex-boyfriend who didn't know that she was engaged to be married.
shame,emotional_events,"In an examination ,which other students found easy I could hardly think and did not know what to answer."
shame,emotional_events,Not doing well in the examn.
shame,emotional_events,When my friends were rude to a girl.
shame,emotional_events,I was supposed to do something and didn't. The person was really dependiong on me.
shame,emotional_events,"When my natural parents name would show up on papers and not my, what I call real name."
shame,emotional_events,After the car accident in GUILT.
shame,emotional_events,When I considered writing a load of crap for this emotion.
shame,emotional_events,Not doing well in the examn.
shame,emotional_events,"I recently became sexually involved with my sister's lover. I care for him very much, but I am ashamed of the hurt I may cause her."
shame,emotional_events,When a close friend entrusted me with a secret and I let the cat out of the bag.
shame,emotional_events,After a jogging session I had severe abdominal cramps and this lead to my wanting to empty my bladder.  My friends gathered around me and two of them had to help me to the toilet.  I was ashamed at having to go to the toilet in the presence of my friends.
shame,emotional_events,Spots on the seat covers of my husband's car.
shame,emotional_events,Felt I had not appreciated my parents enough. Regretted the problems I'd caused.
shame,emotional_events,"When I could not pass my exams with good marks.  My wedding was to take place 15 days after the exams and I tried to convince myself that this was the reason for my not having done well.   However, I thought that had I really put my mind to doing well at the exams I would have done well."
shame,emotional_events,A friend of mine was shouting at me in a group of juniors.
shame,emotional_events,When I first had a sexual intercourse.
shame,emotional_events,Lying to my cousin about the form five examination fees.
shame,emotional_events,"When I wanted to kiss a friend and didn't succeed, I felt shame."
shame,emotional_events,Forgetting an important appointment.
shame,emotional_events,I was saying bad things about a man I had never seen.  I was with a friend and did not know that she was related to this man.  My friend did not tell me about it and I discovered this myself.
shame,emotional_events,"I was talking with an aunt of mine that I adore and I found courage to say \I love you\"" and just after that came the shame."""
shame,emotional_events,"My sister said I am not a stable person, and I think she is right."
shame,emotional_events,I am chosen for the English lectures instead of my good friend and people told me that girls are more likely to be chosen.
shame,emotional_events,"When I was a child, I had a medical check-up. I had to undress myself and was examined by several doctors."
shame,emotional_events,When friends found out that I had been lying about where I had been on a particular occasion.
shame,emotional_events,"A children's film in which I played a clown, with spotlights, cameras and the director who demanded jumps and guffaws."
shame,emotional_events,After an event in which I felt that I had acted unfairly.
shame,emotional_events,"I had this feeling before my graduation and never dared to speak to my relatives and  friends.  Because of this feeling I would avoid situations, however I do not know the reason for this."
shame,emotional_events,Talking to friends about how old you are and we cannot be as successful as you at your age.
shame,emotional_events,I think that the only time I really felt shame was when I was very young and I had to defecate on the street.  I was very worried in case someone should see me.
shame,emotional_events,When I asked a friend to return the money that I had loaned her and then remembered that she had repayed me in several ways.
shame,emotional_events,I wrote a letter to my father to ventilate my bottled up feelings. Afterwards I thought it was too negative.
shame,emotional_events,"I am left-handed. When I attended the first form, we learned to write with pens. I smeared everything I had written. All my friends had written well and wanted to know why the teacher was looking at my note-book. I was ashamed."
shame,emotional_events,Did not finish homework.
shame,emotional_events,"When the teacher asked me a question in class, concerning something I had read earlier, and I did not know the answer, so I felt ashamed in front of the whole class."
shame,emotional_events,"When I was on holiday with my former boyfriend, he hit me and behaved in a very evil and ugly manner in front of the hotel personnel."
shame,emotional_events,Recently I saw a young girl fawning on a man. And what for - money and things. I was ashamed to be a woman.
shame,emotional_events,"I allowed my then boyfriend to touch me, if only briefly."
shame,emotional_events,When I do not succeed in making myself clear to other people. When they do not understand what I say.
shame,emotional_events,China not doing well in the Asian Olympic games.
shame,emotional_events,When I got very low marks in one of the assignments.
shame,emotional_events,Emptied a bucket of water in a hospital.
shame,emotional_events,"I thought I would be able to use the mangle of the house, and so I did not want any help.  However, I blocked it and I had to get the janitor to help me out.  He reproached me for not having followed the instructions"
shame,emotional_events,"When I had to go to the gynecologist and to sit on that special chair, I felt ashamed."
shame,emotional_events,When I ate my sister's food and then she found out that it was me.  I felt very ashamed but still refused to admit that it was me.
shame,emotional_events,When money was stolen from my pocket.
shame,emotional_events,When I was young I was told to to the shop to buy a dozen eggs.  I went and asked for one egg and the people in the shop laughed at me and so did my family when I told them what had happened.
shame,emotional_events,When I dated a close girlfriend's boyfriend a few times. He told me that it was over between them and I accepted it.  When she found out she finished our friendship.
shame,emotional_events,I feel ashamed when I act dishonestly toward somebody.
shame,emotional_events,When I was an evening school teacher it was my job to make the coffee but I was not able to get the coffee ready on time and I thus arrived half an hour late to the class.  On top of this the coffee was undrinkable.
shame,emotional_events,I can't remember ever feeling shame.
shame,emotional_events,"At school I was bad in mathematics. Although my teacher had admonished me to do my homework, one day I had forgotten to do it. When my teacher noticed it, I blushed and was ashamed to be rebuked in front of the other pupils.á"
shame,emotional_events,"When my father found me in bed with a girl, we were deep in actioon when he entered the room."
shame,emotional_events,I was in a very small class and the professor said something about me that made everyone look at me at the same time.
shame,emotional_events,"While watching a religious film, I got very excited and made a number of comments which were reproached to me by an elderly person who respected me."
shame,emotional_events,I felt ashamed of feeling sorry about myself when I passed through the situation of being betrayed by my girlfriend.
shame,emotional_events,[ No response.]
shame,emotional_events,This happens to me when I am not prepared in a given subject.
shame,emotional_events,[ I do not remember when I last felf ashamed.  I do not usually feel ashamed of what I do.]
shame,emotional_events,I was the last among the list of failures in my class of Biology.
shame,emotional_events,Some men were talking about me and my sister.
shame,emotional_events,"A serious drug error while nursing that I knew I was responsible for (patient lived, no complications fortunately)."
shame,emotional_events,We had arranged a beach party with 20 people. There my father got drunk I felt very ashamed.
shame,emotional_events,"When I made the same mistake that I had accused someone else of, and this was obvious to a third pereson."
shame,emotional_events,Confession to my parents about my involvement in a moped theft.
shame,emotional_events,When my co-resident opened the bathroom door while I was bathing inside.
shame,emotional_events,"When a woman who I respected very much was made pregnant, unexpectedly by a man of a caliber I never expected."
shame,emotional_events,This morning I spent a lot of time on my toilet and missed the train to the university.  My mother told me that I spent more time than a woman on my toilet.  I felt a mixed emotion of shame and anger.
shame,emotional_events,I came home from a party rather drunk. I said things I would never have said normally. Next morning I was terribly ashamed about what I had said.
shame,emotional_events,When I blurted out an answer in class without having been asked to do so.  The teacher told me that it was bad manners to do so.
shame,emotional_events,I flet shameful when I learnt that I cooked Nsima which was full of lamps in it.
shame,emotional_events,When I was still a child I was told off in face of other persons for having touched an object that didn't belong to me.
shame,emotional_events,Lying to my grandparents about visiting my boyfriend in Chico.
shame,emotional_events,Once when I said bad things concerning a friend.
shame,emotional_events,I saw a terrible accident happen and I laughed a lot of the fright and because I was nervous.
shame,emotional_events,A good friend of mine told me in comfidence that once he had tried to commit suicide. To meet him you wouldn't think so. I told another friend of mine about this when she was feeling depressed about her twin brother's suicide. I broke a bond of confidentiality.
shame,emotional_events,Once I had to visit a rather special person.
shame,emotional_events,"Having finally to admit I was wrong, after having denied it for a long time."
shame,emotional_events,When I failed one of the first year's courses.
shame,emotional_events,Insulted by a woman in public.
shame,emotional_events,"When I was taking an exam in grade 5.  The examinator found me with a note-book and accused me of copying, All the students laughed at me."
shame,emotional_events,Since I've been here I haven't written to any of my relatives. I got a letter from my mom telling me how upset my grandparents are from not hearing from me.
shame,emotional_events,"I remember that once, a friend did not co-operate with me due to some unavoidable reasons.  Unaware of this I treated her unjustly till I realized everything, and then I felt ashamad of my deeds."
shame,emotional_events,"A day I was with my boyfriend and a couple of friends in a bar, and he said something that I didn't like (I don't remember what). Without thinking I slept him in his back, getting ashamed and sorry just after."
shame,emotional_events,In my opinion guilt is a feeling which goes together with shame. Here then I refer to the situation of guilt.
shame,emotional_events,When I confessed to my girl-friend (now my wife) that I had betrayed her with another woman.
shame,emotional_events,"A friend of mine has not very much money. Therefore, once I stayed with him and his girlfriend, I bought some meat, but nobody wanted to go and prepare it for dinner. My friend said \I thought á|you wanted to invite us for dinner\"". \""Of course\"", I said, but I á|thought by myself that it must have been enough that I had bought á|it."""
shame,emotional_events,I overreacted towards my mother and felt ashamed afterwards.
shame,emotional_events,When people next to me play the fool.
shame,emotional_events,I lied to someone and some time later this person found out that I had not told him the truth.
shame,emotional_events,"Some time ago we had a tournament in our tennis-club. For tactical reasons I was chosen to play against a much weaker player than I am. Although it would have been enough simply to win the game, I defeated him extremely. This would not have been necessary."
shame,emotional_events,When I do something unworthy.
shame,emotional_events,I made a comment that at the moment didn't fit.
shame,emotional_events,Not having good marks like other people for homeworks.
shame,emotional_events,Cannot recall the emotion with any force.
shame,emotional_events,"My grades. When my parents say, \How are you doing at school, á|getting good grades ?\"" I say, \""Great, just fine !\"" Actually, I á|feel ashamed about myself."""
shame,emotional_events,I was dancing in a theatre.  I was not sure whether some frieends of mine had come to see me.  I was very scared of doing things wrong.
shame,emotional_events,"When I don't say the truth, when I don't do a certain thing thanks to my laziness."
shame,emotional_events,The first time I slept at my boyfriends house and had to walk down the hall to the shower in front of his housemates. I felt they were judging me.
shame,emotional_events,I was ashamed at myself for having shouted at my daughter because of my marital break-up and the unfair way I was treated.
shame,emotional_events,When I was little - Mum caught me telling a lie about who broke the cup.
shame,emotional_events,I was swimming in the sea and a wave took the top part of my bikini away.
shame,emotional_events,When I bribed the person who caught me doing something I was not supposed to have done.  I was very ashamed of what I had done.
shame,emotional_events,When I broke the piggy bank of my brother and my mother discovered that.
shame,emotional_events,"As a young girl in form I, I wet my bed one day at the boarding school and many girls came to see the person who had done it as I had to take my mattress out that day."
shame,emotional_events,Finding out China is backward in science.
shame,emotional_events,"When I was hungry, I tried to take the money that my mother had saved up for something else."
shame,emotional_events,Failing an examn because I did not work hard enough.
shame,emotional_events,When I was ten years old a classmate laughed at me because I had told him that my father had retired.
shame,emotional_events,When some of my close friends and colleagues talk about me and my work and say that I am the brightest student of the college.
shame,emotional_events,"At a concert an old man arrived and began to danse, sing and do silly things."
shame,emotional_events,I told a lie about someone to someone else and they found out   and questioned me about it.
shame,emotional_events,When for the first and the last time I tried to crib and the teacher was with her back to me but right when I was taking the materials out she turned round and saw me.
shame,emotional_events,I was very angry at someone.
shame,emotional_events,China not winning more gold medals in the Asian Olympics.
shame,emotional_events,I wanted my boyfriend to stay when he didn't. He stayed but when he left I felt ashamed because I should have let him leave when he wanted. I was too selfish.
shame,emotional_events,Once I spoke without thinking very much - it was quite a nonsense.
shame,emotional_events,Arguing with a friend over politics. She was more informed on the issues and made me feel very ashamed of my political ignorance.
shame,emotional_events,A young visitor to the house stole money from an elderly visitor's purse. It wasn't noticed for some hours.
shame,emotional_events,"The last time I had to phone the Registry, after having called them so many times in the last few days."
shame,emotional_events,During a discussion I said something rather stupid and unnecessary.
shame,emotional_events,When I purposely locked my babysitter out of the house at age 4 because I DIDN'T LIKE HER.
shame,emotional_events,"I was making very strong statements about infidelity in couples. Then I discovered that one of my best friends, who had just been through a very sad case of mutual infidelity, was listening."
shame,emotional_events,I could have died when I was caught cheating on a test in high school. That was my first and last time.
shame,emotional_events,"I was very fat, and was ashamed of my body."
shame,emotional_events,"After our sad first of May party, I felt ashamed because the friends who had been invited had to suffer.  We, the organizers of the party, did not drive the intruders away."
shame,emotional_events,I choked on a cold drink in front of girls who were strangers.
shame,emotional_events,I was very ashamed when I was neglected by a certain friend whom I was thinking loved me very much.
shame,emotional_events,"Whenever I am late, I feel ashamed of myself even though no one tells me anything."
shame,emotional_events,"I had a girlfriend in the same class I was. I did not do well in my Exams, but she did satisfactorily well and was taken into another class leaving me behind."
shame,emotional_events,"When I hadn't learnt my lesson and I asked the teacher to give me \a three\"" and he agreed but even he felt quite awkward.|NB: In Bulgarian schools \""a three\"" is the second worst mark."""
shame,emotional_events,Not doing well in an examn which was easy.
shame,emotional_events,"My friend was so intoxicated that the police came and took him away, and they later contacted his parents."
shame,emotional_events,When I wasn't well prepared for a terminal exam and the teacher tried to give me a three by asking me some very easy questions. I burned with shame then.
shame,emotional_events,A theft committed by me.
shame,emotional_events,Parents finding out I smoked.
shame,emotional_events,"When I hadn't studied for an exam, so I pretended to be sick so I wouldn't have to go to school. I lied to my mother - she realized I had been lying when she got home from work and found that I had been over to a friend's place."
shame,emotional_events,"I insulted a couple of good friends of mine and even tried to hit them when I was drunk.  The next day, I was ashamed of course."
shame,emotional_events,A friend catched me while masturbating. I am not fully sure whether she saw it or not.
shame,emotional_events,"I was in my room, I just heard that my Uncle had been caught in somebody's house with somebody's wife. He had to appear in court. I went to see what would happen to him."
shame,emotional_events,Not chosen for all English classes.
shame,emotional_events,I feel shame mixed with anger with the behavior of some incultivated people because my fiancT is a foreigner.
shame,emotional_events,"One day, when I was sitting on the bus, there was an old woman standing beside me.  I was very tired and sleepy and did not think of giving her my seat.  A 50 year old woman who was sitting beside me got up and gave her seat to the old woman and said,  \ Old woman, please take my seat, the youngstters these days are á|not used to giving their seats to others.\""  When I heard these á|words I was very ashamed of myself and wanted to get off the bus á|at once.  """
shame,emotional_events,When my friend and I were discussing the good looks of a guy we realized that he had been listening.
shame,emotional_events,"I was carried away while talking about my visits abroad and I tended to boast a little, till I realized that the listener was amused."
shame,emotional_events,"My P.T. instructor also works as a masseur. He wanted to massage me, therefore I had to undress. For the first few times this was not easy for me; I got gradually used to it."
shame,emotional_events,Getting slightly intoxicated at the 1984 I.C.C. Ball.
shame,emotional_events,Several years ago I was caught riding the train without a ticket. The station-mistress treated me like a criminal almost.
shame,emotional_events,When I was a child my parents caught me with a pornographic magazine.
shame,emotional_events,When I went to see the doctor and had to take my clothes off so that he could examine me.
shame,emotional_events,When I imitated a teacher behind his back - walking very silly.
shame,emotional_events,I had a test in the class and I had not adequately prepared myself. I didn't fare so well on the exam and I felt bad about it.
shame,emotional_events,I didn't do an important job and it had an adverse effect on other people.
shame,emotional_events,When bathing at surf beach & lost togs.
shame,emotional_events,When I entered a bar looking for a friend.
shame,emotional_events,"Feeling inadequate in a group situation, being unable to convey my own thoughts and feelings."
shame,emotional_events,"When I was in a bus on my way to the examination centre, a man    sitting opposite me kept looking at me continously.  I did not know  what was wrong.  When I reached the  centre I started strolling around  as I still had a little time.  Suddenly a man came and whispered \You  á|have forgotten to zip up your trousers.\""  I was at a loss to say anything  á|and I felt very embarrassed.  When I thought of the bus incident I felt  á|even more ashamed."""
shame,emotional_events,When I failed my Primary school leaving Examinations. I never thought I would fail. When I heard I had failed I really felt ashamed of myself.
shame,emotional_events,Being insulted in public.
shame,emotional_events,When I excreted on the mat instead of the potty.
shame,emotional_events,I was made a very sharp remark at a rehearsal.
shame,emotional_events,[ ....has not really happened.]
shame,emotional_events,The 2nd time someone I had met cared for came over to my house I was absolutely inebriated and was sick into a bucket.
shame,emotional_events,I was ashamed of being laughed at by my colleagues when I failed to answer a question in the classroom.
shame,emotional_events,I was once chatting with friends. Then some boys came and joined us. These boys took all my 3 friends away and I was left alone in shame without knowing where to go from there.
shame,emotional_events,I felt it when I felt that I was being observed as an object of pleasure (sexual) when I opened and took off a shirt in a classroom at P.V.C.
shame,emotional_events,Immediately after the New Year holidays I happened to visit a party where there was a lot of alcohol and I became drunk. On the next day I felt sort of ashamed when I remembered what I had said and done on the night before.
shame,emotional_events,"I was worried by a task related to my studies which had to be done in groups of two.  I was talking about it to my friends when I said something negative, in too abrupt a manner, concerning my work partner.  I did not quite mean what I said and I felt ashamed at having been mean enough to criticize him as he is also a friend of mine."
shame,emotional_events,"It was in a group situation: suddenly it was my turn to say something,  but I felt that I was not able to express myself very well - I felt ashamed and blushed."
shame,emotional_events,NO RESPONSE.
shame,emotional_events,Shame I feel when I am not properly dressed.
shame,emotional_events,When I promised to help a friend over a weekend and did not keep the promise.
shame,emotional_events,"When I was young, about 6 or 7, I did not make it to the toilet on time.  I hid the dirty trousers in the cellar as I feared itá being discovered by my parents."
shame,emotional_events,"Recently, some friends and I had too much to drink while on a foot-ball road trip to USC. We trashed our hotel room and I felt ashamed when the maid walked in the next morning."
shame,emotional_events,[ Never experienced.]
shame,emotional_events,Being caught in changing the truth (lying).
shame,emotional_events,Losing my temper and allowing myself to act childishly by yelling and screaming at a person who I felt had done me wrong - in effect lowering myself to their level.
shame,emotional_events,Not brave enough to take up a challenge in a group discussion.
shame,emotional_events,"When I blamed my failure to the bias and favouritism in the        marking system, in fact I had not worked hard enough."
shame,emotional_events,[ No response.]
shame,emotional_events,Once I arrived two hours late to my work place (a bank) and I was still feeling feeble and tired.
shame,emotional_events,"Saying something quite rude, but in jest, about a photograph of someone, but it didn't quite turn out that way."
shame,emotional_events,I tried to swindle a jeweller because my watch was broken and I wanted to have it repaired it was a pity but they detected it.
shame,emotional_events,[ No response.]
shame,emotional_events,When I tried to hide a fact from a person for irrelevant reasons and considered such an attitude childish.
shame,emotional_events,When I try to lie.
shame,emotional_events,"I do not have accomodation on the campus so I stay with my extended family, one young man used bad words while asking me to leave their home."
shame,emotional_events,"When relatives have acted strangely, and unfriendly towards me."
shame,emotional_events,Breaking an implicit promise.
shame,emotional_events,Lying to a friend about something that was trivial.
shame,emotional_events,When I woke up after a night of drinking I couldn't remember and discovered several untoward things had occurred.
shame,emotional_events,I guess I have often been ashamed after having talked badly of other people.
shame,emotional_events,I am ashamed of the horrible way I used to treat my little sister.
shame,emotional_events,My inability to assert myself positively in a group.
shame,emotional_events,My mother caught me stealing some food when I was a young boy.
shame,emotional_events,"I just opened the bathroom without knocking not knowing that someone was bathing inside, it happened to be my father."
shame,emotional_events,The morning after a wild party.
shame,emotional_events,"[ I am quite shameless, not applicable.]"
shame,emotional_events,I spent an evening with my girl-friend. When we wanted to go to bed I was totally drunk. Next morning I felt rather ashamed.
shame,emotional_events,During a meeting.
shame,emotional_events,As a kid my mother caught me stealing sugar and giving it to a neighbour.
shame,emotional_events,When I failed my grade 7 exam at the first attempt in 1975.  My father and the entire family thought that I was finished in life.  I really felt like hiding.
shame,emotional_events,When I failed Psychology examination when most of the students passed.
shame,emotional_events,"When I was a child, my uncle came to see us. I spit at him and ran out - I do not know the reason for that. My father came after me and insisted on my apologizing."
shame,emotional_events,"I had obviously done the work badly but my class-mates of the student's association did not blame me, they helped me do the work."
shame,emotional_events,"In the compartment of a public transport railway, I did not give my seat to an old man who was standing near me.  It was another teenager who did so."
shame,emotional_events,During an argument an acquaintance accused me of having insulted her parents by having had sex in their house which they overheard.
shame,emotional_events,None.
shame,emotional_events,"When I was 15 my mother discovered various items in my room which 15 year olds aren't usually expected to have - mainly alcohol, marijuana and contraceptives !"
shame,emotional_events,When a person whom I do not want to see is continously present.
shame,emotional_events,When my mother caught me masturbating.
shame,emotional_events,I failed my Nutrition paper which was the paper ending the course.
shame,emotional_events,"When I began to date, the first gestures of affection made me feel ashamed. Note: for GUILT go to record n¦231"
shame,emotional_events,"I feel this emotion very often when I try to express my feelings in public, because other people do not understand my reactions and think that I am silly."
shame,emotional_events,I got into a tight pair of trousers and examined myself in the mirror.  My back looked unpresentable and I felt ashamed at my wanting to wear those clothes that day.  I quickly changed into another dress.
shame,emotional_events,I was embarassed at the exam in microbiology. I was ashamed with myself - how little I knew and how good was the examinor. I rarely become ashamed.
shame,emotional_events,I have always felt ashamed for some people's behavior to their too old parents. I have felt hurt and shy when they have left them to the mercy of fate.
shame,emotional_events,"When one has been unjust, stupid towards someone else."
shame,emotional_events,I felt ashamed when my lecturer said in class that I happened to be the dullest of all.
shame,emotional_events,At one occasion I was ashamed of being refused after a proposal for a friendship with a certain girl. I was ashamed because she refused publically in the presence of my fellow friends.
shame,emotional_events,Finding out that China is backward in science.
shame,emotional_events,A professor was going to read aloud in class a composition of mine in which I had criticized some political attitudes and also some class-mates.   I was ashamed at having written that.
shame,emotional_events,I confused a girl with another.
shame,emotional_events,Failing an examn.
shame,emotional_events,Defying my parents and staying out all night when I wasn't supposed to.
shame,emotional_events,"Once by coincidence I clutched a stranger (in a rather intimate way), thinking it was my boyfriend. When by hindsight I feel ashamed when thinking about it."
shame,emotional_events,I once felt shame when I failed to fulfil the promise to marry a daughter of a certain gentleman.
shame,emotional_events,I slandered a person behind his back and he got to know about it.
shame,emotional_events,When my father came into the bathroom and saw me standing there naked.
shame,emotional_events,Finding out from this lecture that China is backward in psychology.
shame,emotional_events,"When I found a letter addressed \To Mum\"" by my son, 6 months á|later, he begged me not to sell his new shoes which he messed up á|after wearing them for the first time."""
shame,emotional_events,I bacame involved with a boy for a very brief moment not because I liked him but because I needed some sort of company. The consequences weren't as I expected and caused me much shame.
shame,emotional_events,After a big fight with my parents.
shame,emotional_events,"When as an 8 year old, I wet myself in school."
shame,emotional_events,"I was catched when, as a little girl, I played tricks. I was very startled then and wet my pants."
shame,emotional_events,Had a very good friend. We grew apart I found myself running her down to other friends.
shame,emotional_events,When I went to a halloween party and had to walk through a shopping center dressed like a witch.
shame,emotional_events,I felt ashamed when in a certain occasion I had to read a text and didn't stop stuttering.
shame,emotional_events,Not collecting homeworks in time to give the teacher.
shame,emotional_events,About Sweden's arms exports.
shame,emotional_events,As a child - being sent to the shop by mother - buying some chocolate - getting caught by mother.
shame,emotional_events,I felt ashamed of myself the first time I drank as nobody in the family drinks.  I felt that I had let down my parents and my friends.
shame,emotional_events,[ No response.]
shame,emotional_events,Caused fault in V.C.R. by not following instructions carefully.
shame,emotional_events,My failure to provide the appropriate emotional/spiritual level to a sexual relationship that had a large physical content. Born out of inconsistency with my personal beliefs and value shame at largely using this sexual partner.
shame,emotional_events,"I can not think of any incident when I have felt very ashamed.  There are small incidents that I am ashamed of, for instance, not sending money to the children in Ethiopia."
shame,emotional_events,"When I as a Pakeha (white) new Zealander, was just as racially prejudiced as other people whom I had condemned."
shame,emotional_events,I was ashamed when my classmates discovered that I fell in love with an uneducated girl.
shame,emotional_events,"My third grade teacher caught me cheating on a spelling test. I couldn't spell Australia and she said in a loud voice something like \We don't have cheaters in my class\""."""
shame,emotional_events,My friend told me in a fairly loud voice the blunders she committed last night.
shame,emotional_events,"I complained about a colleague's behaviour as she goes back on her word, is often absent and is irresponsible.  I found out that she was an alcoholic and was trying to fight againt her addiction."
shame,emotional_events,Caught lying to my father about a speeding ticket I had received.
shame,emotional_events,"I was working in a job in which I could not work quickly enough, and was told that my work was not up to standard."
shame,emotional_events,In primary school I once faltered while answering a question and the others started laughing.
shame,emotional_events,When I was a child I played my mother a nasty trick to make her feel hurt.
shame,emotional_events,When I failed grade 7.
shame,emotional_events,When a friend of mine visited me and my house was in a mess.
shame,emotional_events,Failing an examn.
shame,emotional_events,When I had to prepare and read a paper to my fellow students but I didn't cope with the task.
shame,emotional_events,My mother revealed personal details about me and the negative aspects of my character to other people when I was present but unable to defend myself.
shame,emotional_events,In a play (secret friend) during the time of the high school I had to give a present to a boy and I was very ridiculous because of this.
shame,emotional_events,When I did not buy what I had promised to.
shame,emotional_events,Stealing from my mother's purse when I was a little boy.
shame,emotional_events,I am ashamed at myself sometimes when I am working with handicapped people and don't wish to be seen in public with them.
